GENE HGNC_GENE
55006 TRMT61B
55007 FAM118A
55011 PIH1D1
55015 PRPF39
55022 PID1
55023 PHIP
55024 BANK1
55033 FKBP14
55037 PTCD3
55041 PLEKHB2
55065 SLC52A1
55075 UACA
55088 CCDC186
55090 MED9
55101 ATP5SL
55102 ATG2B
55114 ARHGAP17
55118 CRTAC1
55127 HEATR1
55148 UBR7
55152 DALRD3
55165 CEP55
55167 MSL2
55184 DZANK1
55188 RIC8B
55193 PBRM1
55209 SETD5
55214 P3H2
55218 EXD2
55227 LRRC1
55229 PANK4
55230 USP40
55236 UBA6
55237 VRTN
55268 ECHDC2
55277 FGGY
55286 C4orf19
55288 RHOT1
55290 BRF2
55294 FBXW7
55295 KLHL26
55297 CCDC91
55308 DDX19A
55320 MIS18BP1
55326 AGPAT5
55335 NIPSNAP3B
55349 CHDH
55352 COPRS
55359 STYK1
55362 TMEM63B
55365 TMEM176A
55366 LGR4
55388 MCM10
55432 YOD1
55450 CAMK2N1
55466 DNAJA4
55471 NDUFAF7
55521 TRIM36
55534 MAML3
55536 CDCA7L
55553 SOX6
55567 DNAH3
55591 VEZT
55616 ASAP3
55617 TASP1
55620 STAP2
55626 AMBRA1
55629 PNRC2
55630 SLC39A4
55631 LRRC40
55643 BTBD2
55651 NHP2
55658 RNF126
55660 PRPF40A
55669 MFN1
55691 FRMD4A
55720 TSR1
55727 BTBD7
55733 HHAT
55761 TTC17
55777 MBD5
55781 RIOK2
55806 HR
55818 KDM3A
55823 VPS11
55830 GLT8D1
55832 CAND1
55851 PSENEN
55852 TEX2
55856 ACOT13
55857 KIZ
55876 GSDMB
55884 WSB2
55957 LIN37
55964 SEPT3
55974 SLC50A1
56123 PCDHB13
56125 PCDHB11
56128 PCDHB8
56129 PCDHB7
56130 PCDHB6
56131 PCDHB4
56134 PCDHAC2
56155 TEX14
56165 TDRD1
56171 DNAH7
56172 ANKH
56241 SUSD2
56244 BTNL2
56262 LRRC8A
56269 IRGC
56300 IL36G
56341 PRMT8
56650 CLDND1
56655 POLE4
56731 SLC2A4RG
56751 BARHL1
56832 IFNK
56834 GPR137
56890 MDM1
56893 UBQLN4
56894 AGPAT3
56896 DPYSL5
56902 PNO1
56911 MAP3K7CL
56913 C1GALT1
56915 EXOSC5
56916 SMARCAD1
56923 NMUR2
56935 SMCO4
56946 C11orf30
56970 ATXN7L3
56980 PRDM10
56995 TULP4
57018 CCNL1
57030 SLC17A7
57082 CASC5
57088 PLSCR4
57092 PCNP
57111 RAB25
57121 LPAR5
57139 RGL3
57142 RTN4
57146 TMEM159
57150 SMIM8
57179 KIAA1191
57181 SLC39A10
57188 ADAMTSL3
57191 VN1R1
57192 MCOLN1
57198 ATP8B2
57282 SLC4A10
57326 PBXIP1
57333 RCN3
57343 ZNF304
57402 S100A14
57412 AS3MT
57452 GALNT16
57455 REXO1
57466 SCAF4
57480 PLEKHG1
57491 AHRR
57497 LRFN2
57504 MTA3
57519 STARD9
57521 RPTOR
57533 TBC1D14
57538 ALPK3
57545 CC2D2A
57546 PDP2
57552 NCEH1
57567 ZNF319
57578 UNC79
57602 USP36
57606 SLAIN2
57608 KIAA1462
57609 DIP2B
57614 KIAA1468
57619 SHROOM3
57650 KIAA1524
57666 FBRSL1
57683 ZDBF2
57695 USP37
57697 FANCM
57699 CPNE5
57701 NCKAP5L
57704 GBA2
57717 PCDHB16
57787 MARK4
57798 GATAD1
57801 HES4
57821 CCDC181
57827 C6orf47
57862 ZNF410
57864 SLC46A2
58189 WFDC1
58473 PLEKHB1
58476 TP53INP2
58489 ABHD17C
58527 ABRACL
58528 RRAGD
58529 MYOZ1
58985 IL22RA1
58986 TMEM8A
59338 PLEKHA1
59341 TRPV4
59345 GNB4
60496 AASDHPPT
60509 AGBL5
60526 LDAH
60529 ALX4
60626 RIC8A
60675 PROK2
60678 EEFSEC
60680 CELF5
63826 SRR
63877 FAM204A
63891 RNF123
63897 HEATR6
63906 GPATCH3
63925 ZNF335
63931 MRPS14
63934 ZNF667
63941 NECAB3
63943 FKBPL
63950 DMRTA2
63951 DMRTA1
63967 CLSPN
63982 ANO3
64094 SMOC2
64168 NECAB1
64215 DNAJC1
64240 ABCG5
64288 ZSCAN31
64320 RNF25
64324 NSD1
64374 SIL1
64395 GMCL1
64410 KLHL25
64427 TTC31
64428 NARFL
64429 ZDHHC6
64506 CPEB1
64641 EBF2
64753 CCDC136
64757 MARC1
64760 FAM160B2
64761 PARP12
64771 C6orf106
64777 RMND5B
64782 AEN
64784 CRTC3
64788 LMF1
64799 IQCH
64843 ISL2
64854 USP46
64895 PAPOLG
64897 C12orf43
64901 RANBP17
64925 CCDC71
64943 NT5DC2
64965 MRPS9
65055 REEP1
65110 UPF3A
65243 ZFP69B
65264 UBE2Z
65268 WNK2
65988 ZNF747
65990 FAM173A
79001 VKORC1
79006 METRN
79012 CAMKV
79018 GID4
79027 ZNF655
79034 C7orf26
79037 PVRIG
79038 ZFYVE21
79047 KCTD15
79053 ALG8
79068 FTO
79077 DCTPP1
79083 MLPH
79140 CCDC28B
79149 ZSCAN5A
79153 GDPD3
79154 DHRS11
79155 TNIP2
79365 BHLHE41
79447 PAGR1
79571 GCC1
79572 ATP13A3
79577 CDC73
79591 C10orf76
79594 MUL1
79603 CERS4
79611 ACSS3
79635 CCDC121
79643 CHMP6
79650 USB1
79652 TMEM204
79670 ZCCHC6
79690 GAL3ST4
79699 ZYG11B
79703 C11orf80
79706 PRKRIP1
79713 IGFLR1
79719 AAGAB
79720 VPS37B
79724 ZNF768
79735 TBC1D17
79759 ZNF668
79760 GEMIN7
79777 ACBD4
79780 CCDC82
79803 HPS6
79817 MOB3B
79831 KDM8
79834 PEAK1
79867 TCTN2
79873 NUDT18
79874 RABEP2
79877 DCAKD
79890 RIN3
79892 MCMBP
79893 GGNBP2
79903 NAA60
79922 MRM1
79933 SYNPO2L
79934 ADCK4
79943 ZNF696
79946 C10orf95
80028 FBXL18
80045 GPR157
80114 BICC1
80117 ARL14
80122 MAP3K19
80127 CCDC176
80128 TRIM46
80157 CWH43
80168 MOGAT2
80179 MYO19
80196 RNF34
80206 FHOD3
80212 CCDC92
80218 NAA50
80222 TARS2
80243 PREX2
80271 ITPKC
80273 GRPEL1
80298 MTERF2
80309 SPHKAP
80315 CPEB4
80320 SP6
80333 KCNIP4
80723 SLC35G2
80724 ACAD10
80731 THSD7B
80737 VWA7
80757 TMEM121
80762 NDFIP1
80772 CPTP
80774 LIMD2
80776 B9D2
80790 CMIP
80816 ASXL3
80817 CEP44
80818 ZNF436
80853 KDM7A
80854 SETD7
80863 PRRT1
80864 EGFL8
81034 SLC25A32
81300 OR4P4
81309 OR4C15
81318 OR4A5
81327 OR4A16
81488 POLR2M
81492 RSPH6A
81493 SYNC
81545 FBXO38
81554 WBSCR16
81566 CSRNP2
81573 ANKRD13C
81607 PVRL4
81619 TSPAN14
81671 VMP1
81688 C6orf62
81689 ISCA1
81693 AMN
81789 TIGD6
81797 OR12D3
81846 SBF2
81848 SPRY4
81856 ZNF611
81928 CABLES2
81930 KIF18A
83450 LRRC48
83460 EMC6
83463 MXD3
83468 GLT8D2
83473 KATNAL2
83483 PLVAP
83543 AIF1L
83548 COG3
83590 TMUB1
83594 NUDT12
83697 SLC4A9
83698 CALN1
83706 FERMT3
83707 TRPT1
83719 YPEL3
83741 TFAP2D
83746 L3MBTL2
83851 SYT16
83858 ATAD3B
83873 GPR61
83896 KRTAP3-1
83985 SPNS1
83988 NCALD
83990 BRIP1
84059 ADGRV1
84062 DTNBP1
84066 TEX35
84068 SLC10A7
84081 NSRP1
84085 FBXO30
84106 PRAM1
84108 PCGF6
84133 ZNRF3
84134 TOMM40L
84148 KAT8
84163 GTF2IRD2
84164 ASCC2
84171 LOXL4
84172 POLR1B
84186 ZCCHC7
84251 SGIP1
84261 FBXW9
84264 HAGHL
84276 NICN1
84292 WDR83
84293 FAM213A
84296 GINS4
84307 ZNF397
84315 MON1A
84321 THOC3
84326 C16orf13
84332 DYDC2
84335 AKT1S1
84439 HHIPL1
84441 MAML2
84456 L3MBTL3
84458 LCOR
84498 FAM120B
84527 ZNF559
84529 C15orf41
84547 PGBD1
84557 MAP1LC3A
84618 NT5C1A
84619 ZGPAT
84640 USP38
84651 SPINK7
84660 CCDC62
84665 MYPN
84678 KDM2B
84692 CCDC54
84693 MCEE
84708 LNX1
84722 PSRC1
84767 TRIM51
84792 FAM220A
84803 AGPAT9
84811 BUD13
84812 PLCD4
84817 TXNDC17
84823 LMNB2
84824 FCRLA
84833 USMG5
84870 RSPO3
84875 PARP10
84891 ZSCAN10
84896 ATAD1
84905 ZNF341
84908 FAM136A
84909 C9orf3
84914 ZNF587
84915 FAM222A
84940 CORO6
84942 WDR73
84950 PRPF38A
84957 RELT
84961 FBXL20
84976 DISP1
84986 ARHGAP19
84991 RBM17
85019 TMEM241
85021 REPS1
85365 ALG2
85369 STRIP1
85464 SSH2
85476 GFM1
89845 ABCC10
89894 TMEM116
89927 C16orf45
89944 GLB1L2
89978 DPH6
90113 VWA5B2
90321 ZNF766
90355 C5orf30
90416 C15orf57
90488 TMEM263
90506 LRRC46
90507 SCRN2
90523 MLIP
90550 MCU
90594 ZNF439
90624 LYRM7
90668 LRRC16B
90835 C16orf93
90990 KIFC2
91057 CCDC34
91120 ZNF682
91137 SLC25A46
91147 TMEM67
91283 MSANTD3
91319 DERL3
91409 CCDC74B
91526 ANKRD44
91646 TDRD12
91647 ATPAF2
91653 BOC
91664 ZNF845
91750 LIN52
91828 EXOC3L4
91833 WDR20
91869 RFT1
92235 DUSP27
92255 LMBRD2
92305 TMEM129
92312 MEX3A
92595 ZNF764
92675 DTD1
92736 OTOP2
93185 IGSF8
93210 PGAP3
93589 CACNA2D4
93624 TADA2B
93627 TBCK
93664 CADPS2
93979 CPA5
94032 CAMK2N2
94107 TMEM203
94274 PPP1R14A
112398 EGLN2
112755 STX1B
112937 GLB1L3
113178 SCAMP4
113220 KIF12
113251 LARP4
113540 CMTM1
113675 SDSL
113829 SLC35A4
114134 SLC2A13
114659 LRRC37B
114787 GPRIN1
114805 GALNT13
114826 SMYD4
114882 OSBPL8
114900 C1QTNF4
114907 FBXO32
114971 PTPMT1
114987 WDR31
115273 RAB42
115294 PCMTD1
115650 TNFRSF13C
115703 ARHGAP33
115749 C12orf56
115817 DHRS1
115908 CTHRC1
116143 WDR92
116150 NUS1
116369 SLC26A8
116379 IL22RA2
116447 TOP1MT
116519 APOA5
116835 HSPA12B
116843 SLC18B1
117285 DEFB118
118491 CFAP70
118663 BTBD16
118987 PDZD8
119032 C10orf32
119749 OR4C46
120526 DNAJC24
120776 OR2D2
120939 TMEM52B
121006 FAM186A
121129 OR2AP1
121256 TMEM132D
121355 GTSF1
121391 KRT74
121512 FGD4
121536 AEBP2
121549 ASCL4
121601 ANO4
121793 TEX29
122416 ANKRD9
122748 OR11H6
122945 NOXRED1
123263 MTFMT
123688 HYKK
123920 CMTM3
124460 SNX20
124491 TMEM170A
124535 HSF5
124565 SLC38A10
124626 ZPBP2
124790 HEXIM2
124808 CCDC43
124930 ANKRD13B
125115 KRT40
125150 ZSWIM7
125170 MIEF2
125206 SLC5A10
125228 FAM210A
126003 TRAPPC5
126017 ZNF813
126068 ZNF441
126069 ZNF491
126070 ZNF440
126133 ALDH16A1
126259 TMIGD2
126364 LRRC25
126410 CYP4F22
126541 OR10H4
126695 KDF1
126859 AXDND1
127253 TYW3
127943 FCRLB
128239 IQGAP3
128486 FITM2
128826 MIR1-1HG
128866 CHMP4B
128869 PIGU
129303 TMEM150A
130013 ACMSD
130074 FAM168B
130106 CIB4
131408 FAM131A
131540 ZDHHC19
131669 UROC1
132332 TMEM155
132671 SPATA18
132989 C4orf36
133690 CAPSL
133957 CCDC127
134728 IRAK1BP1
135250 RAET1E
136259 KLF14
136288 C7orf57
136853 SSC4D
136991 ASZ1
137872 ADHFE1
137964 AGPAT6
138046 RALYL
138199 C9orf41
140576 S100A16
140596 DEFB104A
140612 ZFP28
140685 ZBTB46
140688 NOL4L
140699 MROH8
140733 MACROD2
140836 BANF2
140883 ZNF280B
142678 MIB2
142683 ITLN2
142910 LIPJ
143187 VTI1A
143241 DYDC1
143384 CACUL1
143879 KBTBD3
143903 LAYN
144124 OR10A5
144348 ZNF664
144501 KRT80
144717 FAM109A
145483 FAM161B
145501 ISM2
145741 C2CD4A
145853 C15orf61
146059 CDAN1
146225 CMTM2
146227 BEAN1
146325 PRR35
146330 FBXL16
146434 ZNF597
146691 TOM1L2
146705 ENTHD2
147372 CCBE1
147912 SIX5
147949 ZNF583
148137 PROSER3
148252 DIRAS1
148362 BROX
148738 HFE2
148741 ANKRD35
148753 FAM163A
148930 KNCN
148979 GLIS1
149076 ZNF362
149563 C1orf64
150082 LCA5L
150248 C22orf15
150274 HSCB
150275 CCDC117
150356 CHADL
150368 FAM109B
150468 CKAP2L
150763 GPAT2
150921 TCF23
151194 METTL21A
151242 PPP1R1C
151278 CCDC140
151525 WDSUB1
151963 MB21D2
152002 XXYLT1
152006 RNF38
152065 C3orf22
152110 NEK10
152273 FGD5
152559 PAQR3
152831 KLB
152877 FAM53A
153090 DAB2IP
153222 CREBRF
153364 MBLAC2
153478 PLEKHG4B
153571 C5orf38
153572 IRX2
153770 PLAC8L1
154150 HDGFL1
154467 CCDC167
155038 GIMAP8
155051 CRYGN
155184 SLC2A7
157506 RDH10
157574 FBXO16
157724 SLC7A13
157848 NKX6-3
158038 LINGO2
158399 ZNF483
159195 USP54
160728 SLC5A8
160762 CCDC63
160777 CCDC60
161003 STOML3
161198 CLEC14A
161424 NOP9
162239 ZFP1
163050 ZNF564
163087 ZNF383
163183 SYNE4
163589 TDRD5
164127 CCDC185
164633 CABP7
164684 WBP2NL
164832 LONRF2
166655 TRIM60
167359 NIM1K
167465 ZNF366
167691 LCA5
167838 TXLNB
168433 RNF133
168537 GIMAP7
169200 TMEM64
169355 IDO2
170371 C10orf128
170384 FUT11
170393 C10orf91
170487 ACTL10
170572 HTR3C
170680 PSORS1C2
170690 ADAMTS16
170850 KCNG3
171017 ZNF384
192666 KRT24
196074 METTL15
196446 MYRFL
196463 PLBD2
196883 ADCY4
197335 WDR90
197350 CASP16
197407 ZNF48
199675 MCEMP1
199746 U2AF1L4
199857 ALG14
199990 C1orf86
200014 CC2D1B
200132 TCTEX1D1
200185 KRTCAP2
200810 ALG1L
200942 KLHDC8B
201780 SLC10A4
202051 SPATA24
202052 DNAJC18
202134 FAM153B
203062 TSNARE1
203111 ERICH5
203238 CCDC171
206412 C6orf163
219402 MTIF3
219429 OR4C11
219431 OR4S2
219436 OR5D14
219469 OR8H1
219738 C10orf35
219749 ZNF25
219771 CCNY
219790 RTKN2
219970 GLYATL2
220064 ORAOV1
220081 ERICH6B
220929 ZNF438
221074 SLC39A12
221078 NSUN6
221079 ARL5B
221120 ALKBH3
221178 SPATA13
221264 AK9
221322 TBC1D32
221416 C6orf223
221458 KIF6
221481 ARMC12
221491 C6orf1
221527 ZBTB12
221687 RNF182
221785 ZSCAN25
221786 FAM200A
221914 GPC2
221955 DAGLB
222255 ATXN7L1
222537 HS3ST5
222826 FAM217A
245711 SPDYA
245812 CNPY4
245913 DEFB110
245915 DEFB112
245928 DEFB114
245973 ATP6V1C2
246176 GAS2L2
252884 ZNF396
253190 SERHL2
253559 CADM2
253582 TMEM244
253635 GPATCH11
253980 KCTD13
253982 ASPHD1
254122 SNX32
254783 OR6C74
255101 CCDC108
255239 ANKK1
255394 TCP11L2
255738 PCSK9
256006 ANKRD31
256144 OR4C3
257160 RNF214
257194 NEGR1
257218 SHPRH
257415 FAM133B
259197 NCR3
259307 IL4I1
260425 MAGI3
266727 MDGA1
267012 DAOA
267020 ATP5L2
282679 AQP11
282973 JAKMIP3
282974 STK32C
283092 OR4C13
283093 OR4C12
283111 OR51V1
283150 FOXR1
283234 CCDC88B
283297 OR10A4
283358 B4GALNT3
283450 HECTD4
283455 KSR2
283638 CEP170B
283710 LOC283710
283897 C16orf54
284018 C17orf58
284071 C17orf104
284076 TTLL6
284083 C17orf47
284106 CISD3
284184 C17orf89
284309 ZNF776
284325 C19orf54
284355 TPRX1
284358 MAMSTR
284403 WDR62
284486 THEM5
284546 C1orf185
284680 C1orf111
284904 SEC14L4
285343 TCAIM
285527 FRYL
285590 SH3PXD2B
285761 DCBLD1
285989 ZNF789
286006 LSMEM1
286256 LCN12
286343 LURAP1L
286362 OR13C9
286365 OR13D1
286749 STON1-GTF2A1L
286827 TRIM59
317662 FAM149B1
319089 TTC6
319101 KRT73
326340 ZAR1
333926 PPM1J
337975 KRTAP20-1
338645 LUZP2
338707 B4GALNT4
338773 TMEM119
338917 VSX2
339105 PRSS53
339416 ANKRD45
339453 TMEM240
339479 BRINP3
339487 ZBTB8OS
339665 SLC35E4
339779 PRR30
339834 CCDC36
340359 KLHL38
340485 ACER2
340706 VWA2
341019 DCDC1
341116 MS4A10
341880 SLC35F4
341947 COX8C
342667 STAC2
342933 ZSCAN5B
344758 GPR149
345274 SLC10A6
345757 FAM174A
347148 QRFP
347273 MURC
349075 ZNF713
352954 GATS
353164 TAS2R42
353238 PADI6
374739 TEPP
374786 EFCAB5
374877 C19orf45
374879 ZNF699
375056 MIA3
375298 CERKL
375337 TOPAZ1
375346 TMEM110
375484 SIMC1
375519 GJB7
375611 SLC26A5
375616 KCP
375757 SWI5
375790 AGRN
376497 SLC27A1
386618 KCTD4
386724 AMIGO3
387509 GPR153
387640 SKIDA1
387712 ENO4
387775 SLC22A10
388121 TNFAIP8L3
388135 C15orf59
388324 INCA1
388327 C17orf100
388364 TMIGD1
388407 C17orf82
388553 BHMG1
388567 ZNF749
388569 ZNF324B
388585 HES5
388939 C2orf71
388960 C2orf78
388969 C2orf68
389072 PLEKHM3
389075 RESP18
389118 CDHR4
389125 MUSTN1
389257 LRRC14B
389320 TEX43
389333 PROB1
389383 CLPSL2
389493 NUPR1L
389541 LAMTOR4
389763 SPATA31D1
390010 NKX1-2
390075 OR52N5
390078 OR52E6
390081 OR52E4
390113 OR4X1
390155 OR5T1
390212 GPR152
390598 SKOR1
390980 ZNF805
390992 HES3
392307 FAM221B
392617 ELFN1
392862 GRID2IP
393046 OR2A5
399726 CASC10
399888 FAM180B
400359 C15orf53
400499 LOC400499
400713 ZNF880
400720 ZNF772
400793 C1orf226
400823 FAM177B
400916 CHCHD10
401036 ASB18
401250 MCCD1
401258 RAB44
401262 CRIP3
401934 RNF223
402096 LOC402096
402117 VWC2L
402135 OR5K2
403341 ZBTB34
404636 FAM45A
408050 NOMO3
414236 C10orf55
440093 H3F3C
440387 CTRB2
440590 ZYG11A
440603 BCL2L15
440956 IQCF6
441459 ANKRD18B
441639 OR9K2
442038 SULT1C3
442213 PTCHD4
442590 SPDYE5
474344 GIMAP6
493753 COA5
594857 NPS
613212 CTXN3
613227 HIGD1C
619279 ZNF704
641649 TMEM91
642987 TMEM232
643836 ZFP62
644809 C15orf56
645027 EVPLL
645425 PRAMEF20
645840 TXNRD3NB
646498 C3orf84
646625 URAD
646670 LOC646670
646862 RNF225
652991 SKOR2
653240 KRTAP4-11
692094 MSMP
728378 POTEF
728498 GOLGA8H
728661 SLC35E2B
728780 ANKDD1B
728888 NPIPB11
729092 AGAP5
729264 TP53TG3D
730094 C16orf52
790955 UQCC3
100101267 POM121C
100101467 ZSCAN30
100125288 ZGLP1
100130519 TMEM221
100130958 SYCE1L
100131980 ZNF705G
100132911 DPH3P1
100170841 C17orf96
100191040 C2CD4D
100287290 LOC100287290
100287387 LOC100287387
100288413 ERVMER34-1
100288485 MTRNR2L7
100289187 GS1-259H13.2
100289561 LOC100289561
100293516 ZNF587B
100505385 IQCJ-SCHIP1
100505549 LOC100505549
100505555 LOC100505555
100505591 LRRC3C
100505679 UBE2Q2L
100505767 SPDYE18
100506243 KRBOX1
100506504 LOC100506504
100506564 THEGL
100506658 OCLN
100507003 GFY
100507436 MICA
100507527 THEG5
100526694 MSANTD3-TMEFF1
100526737 RBM14-RBM4
100526740 ATP5J2-PTCD1
100526767 RNF103-CHMP3
100526772 TMEM110-MUSTN1
100527963 PMF1-BGLAP
100529215 ZNF559-ZNF177
100529251 CKLF-CMTM1
100631383 FAM47E-STBD1
100861540 CYP3A7-CYP3A51P
100996415 LOC100996415
100996637 LOC100996637
101060256 LOC101060256
101927147 LOC101927147
101927376 LOC101927376
101927423 PANO1
101927435 LOC101927435
101927955 LOC101927955
101928093 LOC101928093
101928566 TBC1D3P6
101928596 LOC101928596
101928638 PRR31
101928675 LOC101928675
101928726 LOC101928726
101928870 LOC101928870
101928947 LOC101928947
101929163 LOC101929163
101929206 LOC101929206
101929578 LOC101929578
